Address,Year Build,GLA,# of rooms,# of bath,Closing Date,Sale Price
"101  gloatingly  st.,  atlanta,  ga",1971,1549,3.5,2,27/08/2021,284800
"75 tobacco-box st., phoenix, az",1993,1898,4.5,1,23/08/2021,402300
"22  megadoses  ave.,  houston,  tx",1999,1544,0,1,08/11/2021,285500
"64 apolausticism st., phoenix, az",1973,1659,4,1,08/08/2021,312100
"24  allamakee  ave.,  phoenix,  az",1952,1649,4,2,20/07/2021,297300
"132 reinvestment rd., phoenix, az",2002,1921,4.5,1,20/07/2021,330300
"60 cudgeling st., phoenix, az",1974,1683,4,2,04/08/2021,357800
"2 hydrocyanide st., phoenix, az",2009,1707,4,2,08/08/2021,288300
"64 prelection st., atlanta, ga",1969,1978,4.5,2,09/08/2021,408200
"4 couch-fellow rd., las vegas, nv",1996,1675,4,1,09/10/2021,327300
"140 nonoptimized ave., atlanta, ga",1950,1568,3.5,2,14/11/2021,294600
"10 pummelers rd., atlanta, ga",1983,1559,3.5,1,05/09/2021,276400
"79 rainforests st., atlanta, ga",1956,1884,4.5,2,09/09/2021,314900
"52 potamian rd., atlanta, ga",1998,2000,5,2,04/08/2021,367300
"44 tofurkey st., atlanta, ga",2004,1916,4.5,1,13/10/2021,403300
"68 africanness rd., phoenix, az",1996,1991,4.5,2,05/11/2021,331100
"34 suppurates st., houston, tx",1973,1834,0,2,01/11/2021,402900
"84  rakhi  ave.,  atlanta,  ga",1992,1922,4.5,2,30/10/2021,337700
"153 reina st., phoenix, az",2006,1817,4.5,2,18/09/2021,345500
"19  discernability  ave.,  atlanta,  ga",1960,1409,3.5,1,18/10/2021,237000
"185 alongst ave., atlanta, ga",2009,1806,4.5,2,24/07/2021,289100
"71 neutralizes rd., atlanta, ga",2005,1416,3.5,1,10/08/2021,255500
"75 wood-stork st., las vegas, nv",2002,1677,4,1,05/09/2021,286300
"85 phagosomes ave., phoenix, az",1952,1999,4.5,2,04/08/2021,385700
"156 embranchement ave., las vegas, nv",1984,1789,4,1,04/09/2021,327700
"64 bordars st., las vegas, nv",1990,1634,4,1,23/08/2021,330900
"24 chromaffin st., houston, tx",1997,1787,0,2,13/10/2021,299400
"108 cherimoya st., phoenix, az",2000,1905,4.5,2,16/10/2021,376300
"125 crinkly ave., phoenix, az",1974,1538,3.5,2,04/10/2021,286000
"134 pacifist ave., las vegas, nv",1960,1445,3.5,1,07/10/2021,266900
"200 unliked st., atlanta, ga",1980,1509,3.5,2,25/10/2021,286800
"156 zyzzyvas st., las vegas, nv",2009,1600,4,2,29/09/2021,286300
"29 gluttonize st., atlanta, ga",1989,1584,3.5,2,11/08/2021,284700
"16  trenchers  st.,  atlanta,  ga",1961,1756,4,2,11/08/2021,324900
"198 menfolk rd., atlanta, ga",1963,1572,3.5,1,17/10/2021,261500
"96 thema st., houston, tx",1977,1637,0,2,25/10/2021,286700
"92 lady's-bedstraw rd., atlanta, ga",1996,1958,4.5,2,14/08/2021,333500
"60 steery ave., phoenix, az",1959,1715,4,1,05/09/2021,350400
"60 straight st., houston, tx",1977,1455,0,1,02/11/2021,281100
"177 high-and-mighty st., phoenix, az",2013,1582,3.5,1,22/08/2021,302700
"51 algarrobilla st., phoenix, az",1987,1599,3.5,2,24/08/2021,270500
"120  vegeto-animal  ave.,  phoenix,  az",1992,1439,3.5,1,28/08/2021,245400
"65 leptomeningeal ave., houston, tx",1950,1851,0,2,10/11/2021,366400
"53  gugglets  ave.,  las  vegas,  nv",2008,1834,4.5,1,15/10/2021,311100
"90 gazetteer rd., phoenix, az",1980,1516,3.5,2,25/09/2021,319700
"17 sheaf-binder st., las vegas, nv",1985,1495,3.5,1,14/08/2021,318400
"52 rayahs rd., atlanta, ga",1970,1718,4,1,20/10/2021,347600
"1 pakistan ave., phoenix, az",1954,1851,4.5,2,04/09/2021,369500
"29 coalescences rd., atlanta, ga",2013,1941,4.5,1,09/09/2021,380500
"141 outrageously rd., las vegas, nv",1963,1880,4.5,2,22/08/2021,340000
"101 jubilee rd., atlanta, ga",1987,1626,4,1,14/10/2021,307300
"91 wisdom rd., phoenix, az",1967,1862,4.5,2,19/08/2021,380500
"117 raker st., las vegas, nv",1950,1406,3.5,1,28/08/2021,286900
"55 fustigate rd., atlanta, ga",1987,1511,3.5,2,14/08/2021,277900
"59 crawlspace rd., las vegas, nv",1966,1510,3.5,2,10/09/2021,274400
"30  transracially  ave.,  phoenix,  az",1965,1610,4,2,16/08/2021,329000
"189 idjut rd., houston, tx",1983,1997,0,2,04/11/2021,337900
"30 eusociality rd., houston, tx",1961,1429,0,1,30/07/2021,296600
"119 malingering rd., las vegas, nv",1999,1681,4,2,10/10/2021,344400
"117 sayonara ave., phoenix, az",1990,1806,4.5,2,29/09/2021,287600
"121 kodak rd., phoenix, az",1990,1684,4,2,25/08/2021,345000
"22  megadoses  ave.,  houston,  tx",1999,1544,0,1,08/11/2021,285500
"54 new wave st., atlanta, ga",1956,1435,3.5,1,15/10/2021,286700
"146 vulcanizes ave., phoenix, az",2011,1522,3.5,1,21/10/2021,309300
"183 renews st., atlanta, ga",1955,1425,3.5,1,12/08/2021,271800
"94 raggie st., las vegas, nv",2013,1739,4,1,05/11/2021,352800
"47  chlorophyllian  st.,  phoenix,  az",1993,1806,4.5,2,04/11/2021,287400
"114 sambaing st., phoenix, az",1979,1690,4,1,07/10/2021,342800
"176 tautonym ave., phoenix, az",1967,1704,4,1,06/08/2021,346900
"160  encumbrance  rd.,  phoenix,  az",1995,1555,3.5,1,20/10/2021,291900
"180 geocaching rd., phoenix, az",2007,1875,4.5,1,04/08/2021,322400
"67 tusks rd., phoenix, az",1983,1997,4.5,2,12/08/2021,317200
"9 mind-reading st., las vegas, nv",1978,1660,4,2,24/08/2021,330500
"17  contrivement  st.,  phoenix,  az",1973,1885,4.5,2,26/07/2021,397100
"162 livvy rd., atlanta, ga",1965,1924,4.5,2,12/08/2021,364700
"44 high-density st., phoenix, az",1956,1492,3.5,1,11/11/2021,280700
"198 hydratropic st., atlanta, ga",1977,1799,4,2,23/10/2021,345500
"108 skinned st., houston, tx",1984,1962,0,2,13/08/2021,355400
"9 latish ave., houston, tx",1963,1789,0,1,15/09/2021,317500
"6 touzles ave., houston, tx",1985,1943,0,1,21/07/2021,406400
"9  adeiladol  rd.,  phoenix,  az",1988,1789,4,1,02/10/2021,303700
"163 africanist st., las vegas, nv",1994,1699,4,2,23/09/2021,355600
"179 bizarrerie st., houston, tx",1986,1803,0,2,21/09/2021,330700
"176 delightous ave., atlanta, ga",1992,1569,3.5,1,26/10/2021,272300
"192 hooplas ave., phoenix, az",1999,1513,3.5,2,19/10/2021,288700
"73 unhusking rd., phoenix, az",2009,1740,4,2,22/08/2021,318400
"117 wholeness rd., atlanta, ga",2006,1566,3.5,1,20/09/2021,248100
"21 mckay st., atlanta, ga",1968,1600,4,1,07/08/2021,276400
"105 lettering rd., atlanta, ga",1968,1803,4.5,2,09/11/2021,348300
"74 coracoid st., atlanta, ga",1964,1990,4.5,2,04/10/2021,381400
"82 colley rd., atlanta, ga",1974,1767,4,1,24/09/2021,321500
"111 tooting st., houston, tx",2017,1483,0,1,13/10/2021,283200
"198 back-scratcher rd., atlanta, ga",2011,1619,4,2,11/09/2021,280400
"93 epithalamial st., atlanta, ga",2015,1659,4,2,26/09/2021,317000
"173 dedican st., las vegas, nv",2003,1526,3.5,1,06/11/2021,253300
"159 squamation ave., phoenix, az",1989,1994,4.5,2,05/10/2021,326000
"151 wailed st., phoenix, az",1983,1764,4,2,11/08/2021,353300
"113 womanful st., phoenix, az",2004,1586,3.5,2,21/10/2021,255300
"22 categorisers rd., las vegas, nv",2015,1464,3.5,1,01/09/2021,241100
"8 workboard st., houston, tx",1960,1658,0,1,19/10/2021,296200
"169 rivaling ave., phoenix, az",1978,1642,4,2,27/07/2021,317600
"29 remission rd., phoenix, az",1950,1896,4.5,2,28/09/2021,334400
"122 heifetz ave., phoenix, az",1961,1632,4,2,07/08/2021,300600
"137  overflown  st.,  atlanta,  ga",1992,1712,4,1,23/10/2021,280700
"139 assiduousness rd., phoenix, az",1971,1681,4,1,11/08/2021,310900
"67 forester st., atlanta, ga",1988,1469,3.5,1,18/10/2021,245100
"95 subjectivism st., atlanta, ga",1977,1451,3.5,2,27/07/2021,246500
"36 pingable st., atlanta, ga",1975,1778,4,2,13/08/2021,322900
"34 meanderings st., atlanta, ga",1958,1650,4,1,29/09/2021,310400
"152 unapprehensive st., houston, tx",2000,1828,0,2,16/10/2021,322100
"0 dumbwaiters st., phoenix, az",1967,1526,3.5,1,13/11/2021,313400
"194  tajine  st.,  atlanta,  ga",1965,1498,3.5,1,17/08/2021,270100
"90 cryptologist rd., atlanta, ga",1978,1433,3.5,1,27/10/2021,247300
"34 sigmoidoscope rd., phoenix, az",1984,1787,4,1,22/09/2021,326100
"31 todos ave., atlanta, ga",1964,1615,4,2,28/10/2021,276700
"182 feed-cup rd., las vegas, nv",1978,1733,4,1,10/09/2021,349200
"69 intransigence st., houston, tx",2014,1778,0,2,07/10/2021,328900
"187 alternations st., las vegas, nv",1962,1435,3.5,1,07/09/2021,301500
"87 orgones st., houston, tx",1961,1937,0,2,20/10/2021,419800
"109 forthright st., atlanta, ga",2009,1547,3.5,1,28/09/2021,292100
"52 water-rot rd., phoenix, az",2014,1695,4,1,17/10/2021,349500
"107 arcanely st., atlanta, ga",1962,1683,4,2,13/09/2021,302100
"53 journey-bated rd., phoenix, az",2012,1771,4,1,01/10/2021,362000
"159 rehypothecate st., phoenix, az",2017,1591,3.5,1,28/07/2021,326200
"127 yerba santa rd., las vegas, nv",2006,1801,4.5,2,06/11/2021,360600
"5 rutted ave., phoenix, az",2009,1752,4,1,01/09/2021,317500
"28 connectible ave., atlanta, ga",2011,1484,3.5,2,04/08/2021,304700
"83 ballistically rd., phoenix, az",2014,1715,4,2,28/10/2021,330300
"179 assize-sermon ave., phoenix, az",2015,1704,4,1,03/11/2021,306500
"2 intitled st., phoenix, az",1989,1858,4.5,1,11/11/2021,341900
"143 armary st., phoenix, az",2003,1798,4,1,24/09/2021,379200
"187 banquet ave., phoenix, az",2001,1736,4,2,29/10/2021,279700
"170  shortgowns  ave.,  las  vegas,  nv",1961,1438,3.5,2,06/09/2021,294200
"199 hypercalcaemia st., atlanta, ga",1981,1715,4,2,30/07/2021,309200
"113 siezed st., las vegas, nv",1972,1763,4,1,19/10/2021,344700
"19  discernability  ave.,  atlanta,  ga",1960,1409,3.5,1,18/10/2021,237000
"192 chain-knot ave., atlanta, ga",2018,1726,4,2,09/10/2021,323500
"34 suppurates st., houston, tx",1973,1834,0,2,01/11/2021,402900
"153 magistrate st., las vegas, nv",2010,1854,4.5,2,23/08/2021,371100
"197  fencing-school  st.,  las  vegas,  nv",2012,1594,3.5,2,30/10/2021,317300
"167 transrational st., las vegas, nv",2007,1995,4.5,2,08/11/2021,338800
"184 magickally st., las vegas, nv",2000,1819,4.5,2,15/10/2021,369600
"98  stercoration  st.,  houston,  tx",2008,1837,0,2,09/09/2021,334600
"66 inculcates ave., las vegas, nv",1963,1736,4,2,06/11/2021,298800
"62 optionlabel st., atlanta, ga",1977,1837,4.5,2,28/09/2021,303900
"56 tassed rd., las vegas, nv",2007,1535,3.5,1,16/09/2021,246900
"160  encumbrance  rd.,  phoenix,  az",1995,1555,3.5,1,20/10/2021,291900
"134 thrivings rd., atlanta, ga",1999,1680,4,2,08/10/2021,357400
"170 evacuatory st., las vegas, nv",1992,1750,4,2,02/11/2021,378800
"99  overfishing  rd.,  phoenix,  az",1985,1949,4.5,2,27/08/2021,364000
"30 paphians st., atlanta, ga",2012,1767,4,1,08/08/2021,316300
"109  indited  rd.,  atlanta,  ga",1986,1599,3.5,2,19/09/2021,342500
"76 angioplasty st., las vegas, nv",1980,1737,4,1,04/11/2021,362900
"83  known  st.,  atlanta,  ga",1986,1908,4.5,2,04/08/2021,365300
"125 lowercased st., phoenix, az",1992,1719,4,2,01/10/2021,315300
"164 bioimaging st., phoenix, az",1979,1875,4.5,2,11/08/2021,305900
"107  noforn  rd.,  houston,  tx",1999,1659,0,1,28/10/2021,364100
"82 inactivating rd., atlanta, ga",1966,1534,3.5,1,09/10/2021,316000
"88 obelise ave., atlanta, ga",2000,1828,4.5,1,05/11/2021,355500
"169 fidicen st., las vegas, nv",1985,1689,4,2,02/09/2021,341200
"195 reconditeness st., phoenix, az",1986,1748,4,1,26/09/2021,297900
"126 decrypting ave., phoenix, az",2009,1494,3.5,1,11/10/2021,240400
"23 quish ave., phoenix, az",1968,1508,3.5,2,22/09/2021,270800
"190 tiffin st., atlanta, ga",1963,1529,3.5,1,29/07/2021,295700
"169  hardballers  rd.,  phoenix,  az",2018,1498,3.5,1,28/07/2021,256300
"133 congregations st., atlanta, ga",2002,1573,3.5,1,01/11/2021,305300
"126 triforium rd., phoenix, az",1990,1788,4,1,18/09/2021,337000
"101  projectional  st.,  atlanta,  ga",2008,1870,4.5,1,03/09/2021,325700
"126 word-memory st., las vegas, nv",2003,1823,4.5,1,28/10/2021,353400
"120 queest ave., las vegas, nv",2018,1859,4.5,2,23/07/2021,380300
"55  kittled  st.,  atlanta,  ga",1964,1766,4,1,17/10/2021,367700
"77 jacuzzis st., phoenix, az",2010,1806,4.5,1,21/09/2021,361200
"59 babylon rd., houston, tx",1975,1481,0,2,21/07/2021,255000
"192 footstrike st., atlanta, ga",1984,1913,4.5,1,05/11/2021,386300
"49 burrfish st., las vegas, nv",1974,1847,4.5,2,23/07/2021,400300
"137 exasperates rd., phoenix, az",1966,1792,4,2,17/10/2021,336800
"30 wordage st., phoenix, az",1981,1890,4.5,1,01/10/2021,361000
"30 northumberland st., houston, tx",1960,1827,0,2,10/08/2021,377100
"113 agastria ave., atlanta, ga",1960,1666,4,1,10/09/2021,298400
"80 varanids st., las vegas, nv",2019,1463,3.5,1,18/08/2021,266800
"166 insensitively st., phoenix, az",2001,1668,4,2,15/08/2021,350200
"21 tonguelike st., las vegas, nv",2005,1617,4,1,09/09/2021,288100
"45 shakers st., phoenix, az",1964,1701,4,2,29/08/2021,289100
"35 slegh rd., las vegas, nv",1957,1682,4,2,14/11/2021,345600
"16 joinders ave., las vegas, nv",2012,1835,4.5,1,17/09/2021,328900
"93 subserous st., phoenix, az",1996,1448,3.5,1,26/07/2021,291700
"80 ninon st., phoenix, az",1999,1978,4.5,2,30/07/2021,429000
"23  toppo  st.,  phoenix,  az",2011,1546,3.5,1,06/09/2021,289500
"13 gingall rd., las vegas, nv",2004,1874,4.5,1,08/09/2021,348100
"69 233-year st., atlanta, ga",2007,1538,3.5,1,24/09/2021,294800
"61 infralittoral ave., houston, tx",1960,1864,0,1,02/11/2021,347900
"100 sidequests st., phoenix, az",2018,1529,3.5,2,12/08/2021,297000
"7 biternate st., atlanta, ga",1971,1784,4,2,18/07/2021,375400
"30 disannul st., houston, tx",1965,1727,0,2,28/08/2021,294000
"131 systematiser ave., phoenix, az",2009,1729,4,1,17/10/2021,343500
"48 deformational rd., atlanta, ga",2009,1613,4,1,30/10/2021,336100
"180 premerger st., atlanta, ga",1987,1983,4.5,2,27/09/2021,343400
"139 azumbre rd., phoenix, az",1983,1943,4.5,1,09/09/2021,332500
"82 spreckled st., phoenix, az",1975,1769,4,2,14/10/2021,342100
"125 skinflick st., phoenix, az",1974,1551,3.5,1,10/08/2021,313900
"70 prelims ave., phoenix, az",2016,1622,4,1,05/09/2021,317400
"22 diamond-dust ave., phoenix, az",1962,1512,3.5,1,23/07/2021,267600
"164 ground rd., atlanta, ga",1964,1432,3.5,2,09/09/2021,266700
"199 antbird st., phoenix, az",1961,1675,4,1,25/10/2021,300000
"171  translucent  st.,  las  vegas,  nv",1968,1749,4,2,14/09/2021,320100
"25 unrhetorical ave., atlanta, ga",2001,1603,4,2,06/11/2021,281400
"181 fireballer rd., houston, tx",1976,1689,0,2,30/07/2021,298800
"108 intercycle ave., las vegas, nv",2015,1937,4.5,2,12/09/2021,408200
"163 preweight st., atlanta, ga",1954,1765,4,1,07/09/2021,365100
"152  infliximab  rd.,  houston,  tx",2010,1561,0,1,26/10/2021,317900
"198 thinko st., phoenix, az",1971,1926,4.5,1,11/10/2021,361700
"189 intergrading st., phoenix, az",2009,1975,4.5,2,27/10/2021,317900
"105 picoamps rd., atlanta, ga",1959,1479,3.5,1,04/09/2021,317400
"106 redeployed rd., las vegas, nv",1996,1863,4.5,1,29/09/2021,331800
"186 proselike st., las vegas, nv",2013,1720,4,1,16/08/2021,333400
"18 orismology rd., phoenix, az",1968,1656,4,1,26/09/2021,352500
"194  jostaberry  rd.,  phoenix,  az",2001,1405,3.5,2,08/11/2021,275200
"180 appreciatively st., phoenix, az",2008,1477,3.5,1,07/08/2021,310100
"84 marleen ave., houston, tx",2014,1765,0,1,05/10/2021,312100
"40 swivel-table st., phoenix, az",1956,1763,4,1,02/09/2021,300900
"146 skirtless st., atlanta, ga",1961,1831,4.5,2,20/10/2021,388400
"129 mind-curist st., atlanta, ga",2014,1950,4.5,1,16/08/2021,391800
"73 ascidian ave., atlanta, ga",1961,1869,4.5,2,23/08/2021,349300
"35 slegh rd., las vegas, nv",1957,1682,4,2,14/11/2021,345600
"98 inditements rd., houston, tx",1958,1411,0,1,08/09/2021,248900
"160 nonpainful rd., phoenix, az",1951,1880,4.5,1,10/09/2021,385200
"44  leperize  st.,  phoenix,  az",1954,1763,4,1,09/08/2021,332600
"146  transeptal  st.,  phoenix,  az",1980,1942,4.5,2,10/11/2021,383500
"171 saddlery st., atlanta, ga",2006,1932,4.5,2,11/11/2021,359800
"51 santander rd., phoenix, az",2006,1659,4,1,21/09/2021,286000
"16  farmland  st.,  atlanta,  ga",1957,1452,3.5,1,09/08/2021,282000
"104 fradicin rd., phoenix, az",1990,1752,4,2,16/08/2021,366000
"46 gaza strip st., phoenix, az",1998,1637,4,2,14/08/2021,287700
"144 triggered rd., las vegas, nv",1965,1833,4.5,2,12/09/2021,328000
"154 misleaders st., phoenix, az",1951,1469,3.5,2,03/08/2021,287300
"90 affiliated st., phoenix, az",1991,1644,4,2,20/07/2021,305100
"28 tineidae st., phoenix, az",1967,1834,4.5,2,24/07/2021,339000
"198 paeony st., phoenix, az",2015,1627,4,2,31/08/2021,278700
"164 end-day ave., las vegas, nv",1969,1905,4.5,1,26/07/2021,322300
"129 recessus ave., atlanta, ga",1995,1501,3.5,1,24/08/2021,287100
"26 facture st., las vegas, nv",1956,1443,3.5,2,07/11/2021,291400
"18 harp-lute ave., phoenix, az",1959,1597,3.5,1,23/10/2021,251200
"106 monkeys st., phoenix, az",1992,1404,3.5,1,27/10/2021,252400
"79 pooled rd., phoenix, az",2011,1478,3.5,2,04/09/2021,254200
"137 raring st., phoenix, az",2017,1681,4,1,01/10/2021,272400
"162 squalliness rd., atlanta, ga",1971,1859,4.5,2,04/08/2021,357600
"84 clam-flat rd., atlanta, ga",1995,1821,4.5,1,09/10/2021,360100
"181 auklet st., las vegas, nv",1969,1680,4,2,27/08/2021,335200
"150 reclassified st., atlanta, ga",2015,1418,3.5,1,23/07/2021,266900
"171 oleaginous ave., phoenix, az",2007,1438,3.5,2,24/08/2021,270400
"89 permadeath st., phoenix, az",1991,1725,4,2,22/08/2021,332000
"80 buprestis st., las vegas, nv",2014,1724,4,1,16/08/2021,272100
"11 scarf ave., atlanta, ga",1959,1493,3.5,1,26/07/2021,285600
"188 kwangtung st., phoenix, az",1992,1539,3.5,1,10/09/2021,255900
"104 wellsite st., atlanta, ga",1973,1972,4.5,2,26/08/2021,350700
"93 yatobyo st., phoenix, az",1993,1936,4.5,2,10/11/2021,383900
"97 harbored st., houston, tx",1962,1450,0,1,15/08/2021,312300
"53  quart-pot  rd.,  las  vegas,  nv",1960,1515,3.5,1,07/11/2021,296800
"117 melosa rd., atlanta, ga",2006,1513,3.5,1,24/10/2021,234200
"186 berobed rd., phoenix, az",1953,1963,4.5,2,09/08/2021,379700
"144 streamy st., phoenix, az",1977,1823,4.5,2,07/08/2021,369600
"108 culver city ave., phoenix, az",2000,1696,4,2,29/08/2021,353800
"152 disputability st., phoenix, az",2010,1605,4,2,08/10/2021,302100
"171  drollic  st.,  phoenix,  az",1995,1413,3.5,2,05/08/2021,238100
"198 drives ave., las vegas, nv",2005,1698,4,2,20/10/2021,287000
"166 egocentrically st., atlanta, ga",1983,1807,4.5,2,15/08/2021,367400
"182 artly st., las vegas, nv",1996,1461,3.5,2,21/08/2021,288700
"168 incivilization st., phoenix, az",1959,1519,3.5,2,23/08/2021,315900
"89  weil-seattle  st.,  atlanta,  ga",1995,1751,4,1,09/08/2021,299000
"100 unbooked rd., phoenix, az",1952,1737,4,1,24/09/2021,347000
"161 delightedly rd., phoenix, az",1991,1525,3.5,1,23/10/2021,254500
"156 infraspinous rd., houston, tx",1976,1572,0,1,20/08/2021,298500
"188 replaster st., las vegas, nv",2002,1563,3.5,2,26/08/2021,323200
"44 encircle st., phoenix, az",1979,1800,4.5,2,14/10/2021,306800
"97 doctrinaire rd., atlanta, ga",1964,1695,4,1,23/07/2021,301300
"174 interframe rd., phoenix, az",1971,1654,4,2,12/10/2021,273500
"108 epidermolysis st., phoenix, az",1979,1635,4,1,03/10/2021,305500
"31 cuthbert st., las vegas, nv",1955,1546,3.5,1,02/11/2021,297600
"149 solid rd., phoenix, az",1953,1913,4.5,2,26/10/2021,367200
"133 cuartilla rd., atlanta, ga",1982,1732,4,2,10/09/2021,334000
"153 reina st., phoenix, az",2006,1817,4.5,2,18/09/2021,345500
"89 deepener st., phoenix, az",1956,1454,3.5,2,07/09/2021,263600
"47 polype rd., phoenix, az",1978,1846,4.5,2,31/08/2021,311700
"12 sakharov st., atlanta, ga",2009,1975,4.5,2,12/08/2021,383000
"135 half-brother ave., phoenix, az",1990,1877,4.5,2,24/08/2021,349900
"75 styme st., phoenix, az",1982,1937,4.5,2,01/10/2021,409400
"120  unmeted  st.,  phoenix,  az",1961,1549,3.5,2,18/07/2021,313400
"87 senega rd., atlanta, ga",1959,1911,4.5,2,26/07/2021,349900
"31 soloists ave., las vegas, nv",1993,1606,4,1,13/11/2021,261600
"40 ricked st., las vegas, nv",2014,1724,4,1,07/10/2021,299200
"196 percentiles st., phoenix, az",1951,1846,4.5,2,05/09/2021,324200
"74 wasp-fly ave., phoenix, az",1957,1498,3.5,1,07/11/2021,249700
"150  missy  st.,  houston,  tx",1993,1997,0,2,09/10/2021,341700
"121 kisumu rd., houston, tx",1962,1537,0,1,24/10/2021,251500
"157 borked st., las vegas, nv",1973,1797,4,2,28/10/2021,348000
"87 athleticism st., atlanta, ga",1978,1976,4.5,2,20/08/2021,339600
"119 modelling st., houston, tx",1972,1764,0,2,30/07/2021,333400
"83 wou-wou st., las vegas, nv",1973,1971,4.5,1,06/10/2021,370700
"140 reinform ave., phoenix, az",1984,1941,4.5,2,07/09/2021,410200
"181 phosphoimaging st., atlanta, ga",2003,1997,4.5,2,05/10/2021,392600
"33 tiger-footed ave., phoenix, az",2004,1789,4,1,01/10/2021,381600
"129 tubercles rd., atlanta, ga",1996,1466,3.5,1,19/07/2021,304800
