Address,Last Status Date,List Price,Offer Price,Status
"163 Supreme Court Rd., Las Vegas, NV",2021-09-06,308500,303800,Offer Rejected - Price Too Low
"77 Sphaerocarpos Rd., Phoenix, AZ",2021-10-02,275300,294900,Offer Rejected - Price Too Low
"133 Cuartilla Rd., Atlanta, GA",2021-09-10,319100,344700,Offer Rejected - Pending
"133 Graal Rd., Las Vegas, NV",2021-12-06,276300,299100,Closed
"90 Kurzman's St., Houston, TX",2021-11-06,301300,331500,Closed
"167 Repro Ave., Las Vegas, NV",2021-08-09,322700,355000,Closed
"105 Picoamps Rd., Atlanta, GA",2021-09-04,291600,317400,Closed
"175 Addends St., Las Vegas, NV",2021-10-30,279600,293200,Offer Rejected - Pending
"20 Rabblerousing St., Atlanta, GA",2021-12-04,268100,267800,Offer Rejected - Price Too Low
"9 Dissenting St., Atlanta, GA",2021-11-07,280700,277000,Offer Rejected - Price Too Low
"59 Multiline Ave., Houston, TX",2021-11-09,340000,365000,Offer Rejected - Price Too Low
"164 Heliogabalus Ave., Atlanta, GA",2021-09-18,293200,310400,Offer Rejected - Price Too Low
"6 Malononitrile Rd., Las Vegas, NV",2021-11-18,279200,278500,Offer Rejected - Pending
"99 Stigmatizing St., Atlanta, GA",2021-08-27,346500,348400,Offer Rejected - Price Too Low
"17 Foreshadow St., Atlanta, GA",2021-10-05,297500,305300,Offer Rejected - Price Too Low
"183 Floodwaters St., Atlanta, GA",2021-10-05,304100,311800,Offer Rejected - Price Too Low
"135 Timewarps Ave., Las Vegas, NV",2021-08-09,281100,294700,Offer Rejected - Pending
"24 Chromaffin St., Houston, TX",2021-10-13,271000,275500,Offer Rejected - Price Too Low
"179 Kickshaw St., Atlanta, GA",2021-08-03,255400,279600,Closed
"172 Copartnership St., Las Vegas, NV",2021-08-28,358000,374900,Offer Rejected - Price Too Low
"99 Raggedy St., Atlanta, GA",2021-09-30,269200,276700,Offer Rejected - Price Too Low
"70 Unabridged Ave., Phoenix, AZ",2021-10-30,292700,291900,Offer Rejected - Price Too Low
"198 Paeony St., Phoenix, AZ",2021-08-31,264500,255600,Offer Rejected - Pending
"195 Burnewin St., Las Vegas, NV",2021-11-15,288600,307400,Offer Rejected - Pending
"131 Words Rd., Phoenix, AZ",2021-09-04,261700,278200,Closed
"5 Anchoretic St., Houston, TX",2021-10-01,354600,370900,Offer Rejected - Price Too Low
"26 Urethan St., Las Vegas, NV",2021-11-08,359800,387400,Closed
"76 Recreants Ave., Houston, TX",2021-09-14,364200,379000,Offer Rejected - Price Too Low
"3 Procter Ave., Phoenix, AZ",2021-07-19,339500,357500,Offer Rejected - Price Too Low
"8 Idiocratic Rd., Phoenix, AZ",2021-12-11,352300,365200,Offer Rejected - Price Too Low
"126 Decrypting Ave., Phoenix, AZ",2021-10-11,231200,228800,Offer Rejected - Price Too Low
"49 Downshifters St., Atlanta, GA",2021-08-16,311200,321800,Closed
"130 Polysyndeton Rd., Phoenix, AZ",2021-07-30,300000,296900,Offer Rejected - Price Too Low
"85 Noninsiders Ave., Las Vegas, NV",2021-08-20,215900,223200,Closed
"118 Metalize St., Houston, TX",2021-08-26,283800,296400,Offer Rejected - Pending
"28 Tineidae St., Phoenix, AZ",2021-07-24,315300,317300,Offer Rejected - Price Too Low
"162 Feldman Ave., Phoenix, AZ",2021-08-30,246600,251900,Offer Rejected - Pending
"51 Cut-throat Rd., Phoenix, AZ",2021-08-07,271000,277800,Offer Rejected - Price Too Low
"108 Agade St., Phoenix, AZ",2021-09-29,272000,285700,Offer Rejected - Pending
"183 Betaught St., Phoenix, AZ",2021-11-19,288800,301000,Closed
"112 Forgotten St., Las Vegas, NV",2021-08-17,252400,259700,Offer Rejected - Price Too Low
"182 Trialism St., Las Vegas, NV",2021-08-19,310200,311700,Offer Rejected - Price Too Low
"165 Proliferated St., Atlanta, GA",2021-09-09,245300,248700,Offer Rejected - Price Too Low
"13 Quercetine St., Phoenix, AZ",2021-11-15,287600,283000,Offer Rejected - Price Too Low
"179 Coincide Ave., Las Vegas, NV",2021-10-20,317400,320700,Offer Rejected - Price Too Low
"101 Arreed Rd., Atlanta, GA",2021-10-10,326700,325100,Offer Rejected - Price Too Low
"151 Spikehorn Ave., Atlanta, GA",2021-08-07,347900,369300,Offer Rejected - Price Too Low
"20 Fingermark St., Las Vegas, NV",2021-08-12,285200,301700,Closed
"47 Fungicides St., Las Vegas, NV",2021-10-25,302900,301900,Offer Rejected - Price Too Low
"129 Unreckonable Ave., Phoenix, AZ",2021-12-02,293400,310400,Closed
"141 Fireplugs St., Phoenix, AZ",2021-11-18,225500,244900,Closed
"28 Precalculates St., Las Vegas, NV",2021-10-03,371800,393500,Closed
"11 Undeify Ave., Las Vegas, NV",2021-09-08,253900,259000,Offer Rejected - Price Too Low
"117 Sealskin Rd., Atlanta, GA",2021-11-06,314300,311200,Offer Rejected - Price Too Low
"53 Disorganizer Ave., Atlanta, GA",2021-12-09,287000,311400,Offer Rejected - Pending
"119 Rullichies St., Las Vegas, NV",2021-11-16,287100,281400,Offer Rejected - Price Too Low
"127 War-dialing Rd., Las Vegas, NV",2021-08-28,281300,274600,Offer Rejected - Pending
"93 Wiled St., Atlanta, GA",2021-12-08,336100,354700,Offer Rejected - Price Too Low
"1 Terps Ave., Phoenix, AZ",2021-12-05,265000,264100,Offer Rejected - Price Too Low
"104 Elation Ave., Las Vegas, NV",2021-08-14,324900,350600,Offer Rejected - Pending
"131 Precipitancy Ave., Las Vegas, NV",2021-09-07,328100,345900,Offer Rejected - Price Too Low
"164 Pearl-eyed Ave., Houston, TX",2021-09-08,286800,287600,Offer Rejected - Price Too Low
"183 Subverts St., Atlanta, GA",2021-11-28,273200,290800,Offer Rejected - Price Too Low
"154 Hafnium Ave., Atlanta, GA",2021-08-15,268600,277500,Offer Rejected - Price Too Low
"68 Ragpickers St., Las Vegas, NV",2021-12-09,246800,242000,Offer Rejected - Price Too Low
"170 Debra St., Houston, TX",2021-08-24,315100,339600,Closed
"155 Tichodroma Ave., Phoenix, AZ",2021-07-31,307200,312800,Offer Rejected - Price Too Low
"171 Straw-colored St., Phoenix, AZ",2021-11-27,272200,287900,Offer Rejected - Price Too Low
"64 Pot-sick St., Las Vegas, NV",2021-12-10,333100,359000,Offer Rejected - Price Too Low
"93 Vestry-board Rd., Atlanta, GA",2021-09-05,349600,350900,Offer Rejected - Price Too Low
"10 Oporice St., Atlanta, GA",2021-07-22,363500,396400,Closed
"134 Candy-like Ave., Phoenix, AZ",2021-09-19,248900,271300,Closed
"143 Blooded St., Atlanta, GA",2021-10-09,256300,256800,Offer Rejected - Price Too Low
"153 Bulldozers St., Atlanta, GA",2021-08-24,269700,273400,Offer Rejected - Price Too Low
"8 Ofcome Ave., Atlanta, GA",2021-11-25,256600,272800,Offer Rejected - Price Too Low
"81 Unblockable St., Las Vegas, NV",2021-10-23,292400,299400,Offer Rejected - Pending
"91 Oleomargarine Ave., Atlanta, GA",2021-07-30,267700,282100,Closed
"100 Randomish Ave., Las Vegas, NV",2021-11-19,346900,339900,Offer Rejected - Price Too Low
"132 Liberalisms Rd., Las Vegas, NV",2021-11-26,290800,307300,Closed
"70 Unless St., Phoenix, AZ",2021-11-21,370900,381500,Offer Rejected - Price Too Low
"188 Rower St., Houston, TX",2021-12-04,226500,239300,Offer Rejected - Price Too Low
"89 Stout St., Las Vegas, NV",2021-09-23,249000,245300,Offer Rejected - Pending
"153 Representations St., Las Vegas, NV",2021-10-18,287700,298600,Offer Rejected - Price Too Low
"84 Loop-line Rd., Houston, TX",2021-08-01,280100,277000,Offer Rejected - Price Too Low
"1 Flicflacs Rd., Las Vegas, NV",2021-08-29,322000,327300,Offer Rejected - Price Too Low
"176 Agents Ave., Atlanta, GA",2021-08-26,239200,249300,Offer Rejected - Price Too Low
"199 Postfeminist St., Houston, TX",2021-08-19,257800,280800,Closed
"96 Demigoddesses Rd., Phoenix, AZ",2021-07-30,321000,314400,Offer Rejected - Price Too Low
"40 Swivel-table St., Phoenix, AZ",2021-09-02,278100,286700,Offer Rejected - Price Too Low
"167 Farsure St., Las Vegas, NV",2021-09-04,309800,316600,Offer Rejected - Price Too Low
"14 Disbelievers St., Las Vegas, NV",2021-08-10,333400,361200,Offer Rejected - Price Too Low
"23 Eburnean Ave., Atlanta, GA",2021-09-14,283000,274300,Offer Rejected - Price Too Low
"75 Screwball Rd., Las Vegas, NV",2021-09-05,353800,373600,Offer Rejected - Price Too Low
"24 Admonishes St., Las Vegas, NV",2021-11-18,363100,365400,Offer Rejected - Price Too Low
"94 Non-existent St., Atlanta, GA",2021-11-09,248100,269200,Offer Rejected - Price Too Low
"14 Precis St., Las Vegas, NV",2021-09-15,393800,419700,Closed
"176 Angor St., Las Vegas, NV",2021-08-29,287400,309700,Closed
"10 Tefillin St., Houston, TX",2021-11-01,269000,270300,Offer Rejected - Price Too Low
"88 Hospitalized Ave., Atlanta, GA",2021-08-22,218900,215900,Offer Rejected - Price Too Low
"171 Downsizing St., Houston, TX",2021-11-24,330400,350800,Offer Rejected - Price Too Low
"74 Hassock St., Phoenix, AZ",2021-09-19,258300,250400,Offer Rejected - Price Too Low
"64 Discerneth Rd., Phoenix, AZ",2021-09-23,352600,351200,Offer Rejected - Price Too Low
"115 Check-raising Ave., Atlanta, GA",2021-11-20,397000,416500,Offer Rejected - Pending
"42 Unmuffle St., Las Vegas, NV",2021-11-06,234700,240500,Offer Rejected - Price Too Low
"168 Nonbureaucratic Rd., Phoenix, AZ",2021-11-18,278900,299000,Closed
"3 Frogged St., Phoenix, AZ",2021-12-15,278900,292200,Closed
"180 Geocaching Rd., Phoenix, AZ",2021-08-04,287500,307200,Offer Rejected - Price Too Low
"43 Geochronologist St., Phoenix, AZ",2021-07-31,286200,287300,Offer Rejected - Price Too Low
"45 Plumbline Rd., Atlanta, GA",2021-08-06,332700,335000,Offer Rejected - Price Too Low
"45 Gimmicks Rd., Phoenix, AZ",2021-10-17,273900,290500,Offer Rejected - Pending
"175 Applicably St., Las Vegas, NV",2021-08-18,314600,336400,Offer Rejected - Price Too Low
"68 Hoovers Ave., Phoenix, AZ",2021-08-18,266200,271600,Offer Rejected - Price Too Low
"182 Word-perfect Ave., Las Vegas, NV",2021-08-18,322900,344800,Closed
"156 Rectangularly Rd., Phoenix, AZ",2021-08-04,291800,294500,Offer Rejected - Price Too Low
"55 Thriftlessness St., Atlanta, GA",2021-11-18,248800,265700,Offer Rejected - Price Too Low
"46 Shanghainese Rd., Phoenix, AZ",2021-10-11,264200,271600,Offer Rejected - Price Too Low
"129 Telephoning St., Phoenix, AZ",2021-08-14,289300,302800,Closed
"182 Upheave St., Las Vegas, NV",2021-10-14,288600,302400,Offer Rejected - Price Too Low
"117 Mastership St., Atlanta, GA",2021-11-19,279400,303100,Closed
"111 Dimerised Rd., Phoenix, AZ",2021-09-29,271800,288500,Offer Rejected - Price Too Low
"54 Dissymmetry St., Las Vegas, NV",2021-08-28,342000,338100,Offer Rejected - Price Too Low
"48 Dodecaphony Rd., Phoenix, AZ",2021-11-13,285700,301200,Closed
"59 Shuttles Ave., Las Vegas, NV",2021-08-15,298600,291200,Offer Rejected - Price Too Low
"31 Mismeasurement Ave., Phoenix, AZ",2021-10-30,305500,311400,Offer Rejected - Price Too Low
"111 Harshest St., Phoenix, AZ",2021-10-31,236300,249700,Offer Rejected - Price Too Low
"70 Considered St., Houston, TX",2021-07-25,343300,363300,Offer Rejected - Price Too Low
"113 Inquires Rd., Las Vegas, NV",2021-10-09,279400,306700,Closed
"41 Complimentally Ave., Houston, TX",2021-09-08,282300,294200,Offer Rejected - Price Too Low
"163 Minstrel St., Phoenix, AZ",2021-11-29,281700,308300,Offer Rejected - Price Too Low
"66 Letter Rd., Houston, TX",2021-09-26,333000,350300,Offer Rejected - Price Too Low
"8 Lion-lizard St., Houston, TX",2021-09-27,228600,241100,Offer Rejected - Pending
"80 Oaxaca St., Las Vegas, NV",2021-11-10,326500,343300,Closed
"74 Phobophobia St., Phoenix, AZ",2021-07-29,386400,393000,Offer Rejected - Price Too Low
"45 Quadrad Rd., Atlanta, GA",2021-08-26,300200,326400,Offer Rejected - Price Too Low
"147 Immunizes Rd., Las Vegas, NV",2021-09-27,257100,267100,Offer Rejected - Price Too Low
"125 Updos Ave., Phoenix, AZ",2021-11-05,237000,235400,Offer Rejected - Price Too Low
"79 Tweedier St., Las Vegas, NV",2021-11-07,379600,402700,Offer Rejected - Price Too Low
"82 Chordotonal St., Phoenix, AZ",2021-10-05,264900,266900,Offer Rejected - Price Too Low
"143 Myositis Ave., Atlanta, GA",2021-10-19,328700,332700,Offer Rejected - Price Too Low
"115 Alive St., Atlanta, GA",2021-11-07,305100,329000,Closed
"157 Repunish Ave., Las Vegas, NV",2021-11-14,303400,312200,Offer Rejected - Price Too Low
"130 Pavor Rd., Phoenix, AZ",2021-08-26,356600,382900,Closed
"134 Nonpathological Ave., Phoenix, AZ",2021-11-02,293400,304200,Offer Rejected - Price Too Low
"52 Chequebook St., Houston, TX",2021-08-17,308100,330800,Offer Rejected - Price Too Low
"154 Explode St., Phoenix, AZ",2021-09-02,230900,245100,Closed
"77 Customized St., Phoenix, AZ",2021-11-23,325500,336900,Offer Rejected - Price Too Low
"145 Reattempts St., Las Vegas, NV",2021-10-11,334400,342200,Offer Rejected - Price Too Low
"171 Hatpin St., Las Vegas, NV",2021-07-27,243300,238300,Offer Rejected - Price Too Low
"113 Baggie St., Phoenix, AZ",2021-09-25,224400,233000,Offer Rejected - Price Too Low
"33 After-world Ave., Phoenix, AZ",2021-09-10,353400,363300,Offer Rejected - Price Too Low
"51 Pterylological St., Atlanta, GA",2021-10-04,256000,278900,Offer Rejected - Price Too Low
"151 Ingression St., Atlanta, GA",2021-09-25,318800,343500,Offer Rejected - Price Too Low
"190 Genteelism Ave., Phoenix, AZ",2021-11-18,280200,303600,Offer Rejected - Price Too Low
"60 Rushlight St., Las Vegas, NV",2021-08-20,307100,317700,Offer Rejected - Price Too Low
"24 Scomber St., Phoenix, AZ",2021-07-27,323300,354900,Closed
"178 Orthostats St., Phoenix, AZ",2021-08-15,323100,332500,Offer Rejected - Price Too Low
"66 Hemangiomas Ave., Phoenix, AZ",2021-08-30,361300,369100,Offer Rejected - Price Too Low
"150 Downtick Ave., Atlanta, GA",2021-08-20,270300,262000,Offer Rejected - Price Too Low
"198 John updike Ave., Atlanta, GA",2021-11-11,329700,328100,Offer Rejected - Price Too Low
"101 Coparcener St., Atlanta, GA",2021-07-20,297200,310900,Offer Rejected - Price Too Low
"61 Barenboim St., Las Vegas, NV",2021-11-12,288900,303900,Offer Rejected - Price Too Low
"147 Culture-dish St., Phoenix, AZ",2021-08-08,309200,315100,Offer Rejected - Price Too Low
"3 Spancels Ave., Phoenix, AZ",2021-07-23,287800,299900,Offer Rejected - Price Too Low
"184 Prorenal Rd., Phoenix, AZ",2021-09-09,222500,228100,Offer Rejected - Pending
"147 Keratectomies St., Phoenix, AZ",2021-08-09,272100,293200,Closed
"152 Unmistakeable Ave., Phoenix, AZ",2021-08-03,284800,293500,Offer Rejected - Price Too Low
"75 Receptacular St., Las Vegas, NV",2021-10-05,290000,303800,Offer Rejected - Pending
"175 Libeccio Ave., Houston, TX",2021-09-25,299500,307000,Offer Rejected - Price Too Low
"168 Waistband St., Phoenix, AZ",2021-08-20,317800,321200,Offer Rejected - Pending
"7 Three-birds Rd., Houston, TX",2021-11-21,322600,341000,Offer Rejected - Price Too Low
"108 Intercycle Ave., Las Vegas, NV",2021-09-12,385900,408200,Closed
"40 Arhus St., Phoenix, AZ",2021-11-06,247600,254900,Offer Rejected - Pending
"189 Gimmicked Ave., Phoenix, AZ",2021-07-28,240400,248100,Offer Rejected - Price Too Low
"200 Wuthered St., Phoenix, AZ",2021-12-15,349700,359500,Offer Rejected - Price Too Low
"133 Cloke Ave., Houston, TX",2021-08-05,243200,266500,Closed
"173 Abrogations St., Las Vegas, NV",2021-11-05,239300,248900,Closed
"200 Pompeii St., Phoenix, AZ",2021-08-28,353300,356200,Offer Rejected - Price Too Low
"46 Metamerism St., Phoenix, AZ",2021-08-29,347300,361800,Offer Rejected - Price Too Low
"139 Darker Rd., Las Vegas, NV",2021-12-15,315700,328800,Offer Rejected - Price Too Low
"122 Hallucinations St., Phoenix, AZ",2021-07-28,318900,310600,Offer Rejected - Price Too Low
"20 Nonsolar Ave., Atlanta, GA",2021-11-20,362700,383100,Offer Rejected - Price Too Low
"142 Brainbox St., Phoenix, AZ",2021-09-02,279300,285700,Offer Rejected - Price Too Low
"90 Cryptologist Rd., Atlanta, GA",2021-10-27,223500,242300,Offer Rejected - Price Too Low
"173 Effector St., Atlanta, GA",2021-09-03,271100,287100,Offer Rejected - Price Too Low
"54 Incisura Rd., Las Vegas, NV",2021-10-27,294700,305500,Offer Rejected - Price Too Low
"178 Lassock St., Phoenix, AZ",2021-11-24,264600,265100,Offer Rejected - Price Too Low
"183 Naner Rd., Atlanta, GA",2021-10-10,262100,285000,Offer Rejected - Price Too Low
"151 Stabwound St., Houston, TX",2021-12-07,319900,330400,Offer Rejected - Price Too Low
"113 Cupids St., Phoenix, AZ",2021-09-13,301500,299500,Offer Rejected - Price Too Low
"87 Lammastide Ave., Atlanta, GA",2021-08-22,236500,244200,Offer Rejected - Pending
"73 Moany Ave., Phoenix, AZ",2021-08-05,274000,285100,Offer Rejected - Price Too Low
"73 Manuterges Rd., Phoenix, AZ",2021-09-23,368200,366400,Offer Rejected - Price Too Low
"123 Connie St., Phoenix, AZ",2021-09-12,267900,291400,Offer Rejected - Price Too Low
"124 Feast-day Rd., Las Vegas, NV",2021-07-23,242300,240800,Offer Rejected - Price Too Low
"94 Pyocyanic Rd., Atlanta, GA",2021-09-21,352700,350900,Offer Rejected - Price Too Low
"128 Sighty Ave., Atlanta, GA",2021-11-18,313500,338600,Closed
"79 Popishly Rd., Las Vegas, NV",2021-09-04,287000,294000,Offer Rejected - Price Too Low
"99 Post-op St., Phoenix, AZ",2021-11-03,270400,290300,Offer Rejected - Price Too Low
"64 Slapdash St., Atlanta, GA",2021-12-06,336800,360200,Offer Rejected - Price Too Low
"110 Tarantular St., Las Vegas, NV",2021-08-21,277300,270300,Offer Rejected - Price Too Low
"188 Sociobiologic St., Houston, TX",2021-11-24,293300,290500,Offer Rejected - Price Too Low
"114 Timbre St., Las Vegas, NV",2021-07-22,369500,374900,Offer Rejected - Price Too Low
"46 Extinguishes St., Phoenix, AZ",2021-11-21,349800,378500,Closed
"145 Backstrokers St., Phoenix, AZ",2021-11-03,225400,222800,Offer Rejected - Pending
"194 Dishearteningly Ave., Phoenix, AZ",2021-08-13,243300,269000,Closed
"3 Cincinnatians St., Phoenix, AZ",2021-09-11,389100,415400,Closed
"9 Kiosk St., Phoenix, AZ",2021-12-05,326000,341000,Offer Rejected - Price Too Low
"61 Timed Rd., Houston, TX",2021-10-05,268100,281900,Offer Rejected - Price Too Low
"36 Executant St., Phoenix, AZ",2021-07-18,344700,343500,Offer Rejected - Price Too Low
"33 Dissipator Ave., Phoenix, AZ",2021-10-07,285600,304700,Closed
"43 Vulgarity St., Las Vegas, NV",2021-09-13,309600,301200,Offer Rejected - Pending
"37 Unprettiness St., Phoenix, AZ",2021-07-24,325100,349700,Closed
"125 Skinflick St., Phoenix, AZ",2021-08-10,297100,313900,Closed
"31 Croton Ave., Atlanta, GA",2021-12-09,293500,304700,Closed
"40 Rovery Rd., Phoenix, AZ",2021-10-26,270200,294900,Closed
"161 Fanzine Rd., Phoenix, AZ",2021-07-21,263900,261300,Offer Rejected - Price Too Low
"157 Imines St., Phoenix, AZ",2021-08-25,252600,267700,Offer Rejected - Price Too Low
"118 Interjecting Ave., Atlanta, GA",2021-11-08,317700,349600,Offer Rejected - Price Too Low
"164 Croom Rd., Atlanta, GA",2021-11-25,354700,371600,Offer Rejected - Price Too Low
"33 Managerialism St., Phoenix, AZ",2021-10-07,308900,338500,Offer Rejected - Price Too Low
"71 Meeples Rd., Las Vegas, NV",2021-10-03,289500,314000,Closed
"78 Otherworldy St., Phoenix, AZ",2021-11-07,330800,343200,Offer Rejected - Price Too Low
"5 False-card St., Las Vegas, NV",2021-09-19,232800,234900,Offer Rejected - Price Too Low
"38 Saddos St., Las Vegas, NV",2021-09-01,273700,280200,Offer Rejected - Price Too Low
"190 Nonfree St., Atlanta, GA",2021-10-26,310200,316600,Offer Rejected - Price Too Low
"124 Crownes St., Las Vegas, NV",2021-12-09,309300,317600,Offer Rejected - Price Too Low
